Record_ID,Year,District,Crop,Season,Soil_Type,Irrigation_Type,Land_Area_Acres,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Seed_Cost_INR,Fertilizer_Cost_INR,Pesticide_Cost_INR,Labour_Cost_INR,Irrigation_Cost_INR,Other_Cost_INR,Expected_Yield_kg,Market_Price_INR_per_kg,Total_Cost_INR,Expected_Revenue_INR,Profit_INR
2023,2019,Satara,Tomato,Rabi,Red,Rainfed,4.16,808.3,21.3,57.4,8.18,16286.77,30685.81,13410.51,44317.11,18173.15,10910.78,32481.78,30.57,133784.13,992991.24,859207.11
2024,2025,Kolhapur,Tomato,Rabi,Red,Canal,8.6,1338.6,24.8,56.9,6.27,45014.48,70358.96,38547.28,108315.92,55261.09,24755.72,77303.58,26.85,342253.44,2075471.16,1733217.72
2025,2019,Nashik,Soybean,Kharif,Black,Borewell,2.25,800.4,23.8,64.6,5.91,6440.26,9077.68,3678.6,9936.22,4195.33,3386.51,2973.1,48.56,36714.6,144368.47,107653.87
2026,2019,Ahmednagar,Wheat,Rabi,Black,Borewell,10.05,610.2,26.3,76.2,7.61,26939.94,54806.26,23853.37,72112.17,23663.49,19997.5,28394.18,27.05,221372.73,768200.73,546828.0
2027,2022,Ahmednagar,Wheat,Rabi,Alluvial,Drip,9.15,590.3,25.1,70.2,7.15,28260.47,54405.15,22820.36,69784.83,27822.82,19088.67,26834.63,32.75,222182.31,878855.12,656672.81
2028,2021,Satara,Soybean,Kharif,Red,Drip,6.56,801.4,22.4,86.2,6.96,19882.51,27918.92,14695.0,29110.53,12061.47,10424.66,7152.78,49.12,114093.09,351365.93,237272.84
2029,2024,Kolhapur,Tomato,Rabi,Black,Canal,7.89,1604.9,28.6,50.0,6.76,36215.64,64205.3,38703.35,85502.86,52072.28,25870.57,84036.74,24.49,302569.99,2058178.0,1755608.0
2030,2024,Ahmednagar,Rice,Kharif,Black,Rainfed,2.89,396.2,25.2,66.7,6.65,9747.37,20872.35,9650.98,28065.81,13688.12,9124.05,7497.63,30.08,91148.66,225531.31,134382.65
2031,2023,Aurangabad,Rice,Kharif,Black,Rainfed,7.5,878.0,23.3,55.6,5.86,26274.61,59720.01,21970.57,62715.44,31482.32,21398.97,23053.2,35.79,223561.92,825029.6,601467.68
2032,2021,Kolhapur,Maize,Kharif,Red,Rainfed,5.81,1521.6,24.5,65.7,6.29,16214.18,31932.49,12254.59,34961.27,14684.58,10441.57,16837.06,21.21,120488.68,357051.38,236562.7
2033,2025,Aurangabad,Rice,Kharif,Alluvial,Drip,11.01,702.8,25.1,68.5,6.99,42966.3,93124.3,36485.0,110840.25,51958.51,29546.28,38750.13,30.36,364920.64,1176606.01,811685.37
2034,2022,Nashik,Tomato,Rabi,Black,Borewell,6.24,770.3,25.6,57.9,6.48,26310.14,40188.3,28151.61,62847.15,38227.82,20433.03,66467.28,31.3,216158.04,2080234.45,1864076.41
2035,2024,Aurangabad,Rice,Kharif,Black,Drip,3.74,484.2,23.7,61.2,5.92,13405.51,24061.65,11390.52,38045.14,18742.46,11905.79,9678.22,36.2,117551.08,350330.47,232779.39
2036,2021,Sangli,Tomato,Rabi,Loamy,Drip,5.14,689.3,29.0,61.2,6.6,20940.61,35125.11,18882.11,51289.17,24479.07,14954.59,54009.52,25.62,165670.66,1383638.11,1217967.45
2037,2019,Kolhapur,Maize,Kharif,Red,Rainfed,6.92,1391.7,25.1,62.8,7.24,15360.11,33200.3,12781.14,38859.5,18264.64,11897.27,17413.31,20.59,130362.97,358500.33,228137.36
2038,2021,Solapur,Rice,Kharif,Loamy,Rainfed,11.22,575.6,25.1,63.4,6.17,39637.9,77209.99,35125.2,97720.06,41255.01,30605.44,29662.54,26.92,321553.6,798471.84,476918.24
2039,2019,Kolhapur,Maize,Kharif,Red,Rainfed,8.92,1532.1,26.7,71.0,6.02,22833.41,44034.97,17451.43,47896.32,22709.91,14748.96,27387.22,19.23,169675.01,526580.51,356905.51
2040,2020,Ahmednagar,Wheat,Rabi,Alluvial,Rainfed,6.87,583.7,26.2,68.1,5.58,18389.64,36848.11,12806.49,52240.21,17473.66,11339.25,16611.51,27.9,149097.36,463418.79,314321.42
2041,2021,Pune,Soybean,Kharif,Red,Drip,1.93,778.3,30.1,67.7,6.19,5717.75,6608.7,3530.7,9051.31,3589.47,2789.54,2080.8,46.86,31287.47,97513.22,66225.75
2042,2021,Ahmednagar,Rice,Kharif,Alluvial,Borewell,5.2,647.0,24.0,72.6,6.23,17120.3,33478.06,16175.17,45497.71,21688.05,12566.65,16581.04,27.66,146525.94,458631.53,312105.59
2043,2021,Nashik,Soybean,Kharif,Alluvial,Borewell,8.38,795.2,25.3,60.0,7.11,24942.12,30374.49,16338.99,37491.81,16308.83,13706.44,10887.16,43.19,139162.68,470249.75,331087.07
2044,2023,Sangli,Sugarcane,Annual,Loamy,Drip,8.85,758.6,25.5,50.8,6.56,62762.51,93477.31,32856.31,104449.01,70881.47,33969.93,374183.65,3.13,398396.53,1169628.82,771232.29
2045,2020,Ahmednagar,Cotton,Kharif,Alluvial,Borewell,7.33,756.2,25.7,56.2,6.15,31075.3,44382.35,26644.88,75382.35,33798.52,18534.3,5801.41,64.62,229817.7,374863.46,145045.76
2046,2020,Kolhapur,Rice,Kharif,Red,Borewell,3.45,1507.9,21.9,70.2,6.46,11651.68,23354.18,9438.97,24333.64,12128.21,8631.37,10273.56,29.87,89538.05,306843.15,217305.1
2047,2022,Aurangabad,Tomato,Rabi,Alluvial,Canal,2.11,665.7,24.8,63.3,6.49,10313.73,16656.3,8753.04,22749.94,9997.57,6420.52,22142.06,28.47,74891.1,630473.39,555582.3
2048,2022,Sangli,Rice,Kharif,Red,Canal,2.46,647.2,28.2,61.1,7.19,8740.11,16757.88,7575.68,21949.34,10328.37,7226.56,6588.84,34.36,72577.94,226368.83,153790.88
2049,2022,Nashik,Onion,Rabi,Red,Rainfed,11.11,827.3,24.1,63.8,6.47,65156.06,72967.1,38512.36,108705.88,52890.29,31569.49,70736.48,24.46,369801.18,1730200.79,1360399.6
2050,2021,Sangli,Cotton,Kharif,Alluvial,Borewell,6.77,657.9,27.0,58.9,7.19,34314.0,44615.89,28148.52,70835.84,30875.81,18055.66,5917.45,70.01,226845.71,414281.13,187435.42
2051,2020,Nashik,Wheat,Rabi,Alluvial,Borewell,3.14,599.5,24.3,45.7,6.21,9391.52,15465.33,7449.03,24049.06,8508.54,6625.24,7659.31,32.37,71488.72,247967.64,176478.92
2052,2020,Solapur,Maize,Kharif,Black,Drip,0.64,581.5,26.9,68.6,6.76,1568.27,3097.64,1286.38,4400.42,1800.63,1062.6,2157.29,23.11,13215.94,49862.9,36646.96
2053,2020,Solapur,Onion,Rabi,Alluvial,Rainfed,3.47,664.6,25.9,58.3,6.42,19330.9,24673.16,11523.77,34121.65,17452.64,9785.14,25937.38,25.65,116887.25,665169.91,548282.66
2054,2024,Solapur,Wheat,Rabi,Black,Canal,2.45,656.2,26.1,59.3,7.02,7293.61,14525.22,5653.9,21201.34,6057.36,5550.54,6101.11,32.5,60281.96,198299.97,138018.01
2055,2023,Aurangabad,Soybean,Kharif,Alluvial,Drip,3.04,685.0,21.9,61.8,6.78,10190.02,11314.55,6210.25,15640.18,6393.35,6515.91,4251.63,43.86,56264.26,186481.13,130216.87
2056,2021,Sangli,Rice,Kharif,Red,Drip,9.11,628.6,28.1,69.4,6.95,32979.3,62626.43,32283.3,75589.26,36992.07,24264.79,23962.78,32.42,264735.16,776912.04,512176.88
2057,2024,Kolhapur,Rice,Kharif,Black,Borewell,2.28,1621.3,25.4,58.4,7.04,8548.74,17090.64,7730.1,20272.41,10126.28,6633.21,7369.33,34.43,70401.37,253724.62,183323.25
2058,2025,Solapur,Tomato,Rabi,Alluvial,Drip,5.31,423.0,27.3,56.3,6.46,25518.68,48314.83,23349.09,61360.76,28876.88,18591.11,57015.38,27.25,206011.35,1553927.35,1347916.0
2059,2025,Pune,Soybean,Kharif,Loamy,Borewell,8.08,652.3,23.0,73.2,6.67,26151.57,35161.56,16894.41,46817.77,17421.42,15225.56,8743.41,43.57,157672.3,380911.82,223239.52
2060,2022,Kolhapur,Wheat,Rabi,Black,Rainfed,0.76,1521.4,27.5,59.6,7.83,2354.3,5091.99,1918.87,4990.8,2085.3,1476.71,1792.65,27.0,17917.96,48403.41,30485.46
2061,2023,Ahmednagar,Sugarcane,Annual,Alluvial,Borewell,5.48,508.3,25.5,69.4,6.86,38481.89,56199.75,21780.74,76305.48,39027.81,24034.56,187735.75,4.05,255830.24,760862.6,505032.36
2062,2021,Pune,Soybean,Kharif,Black,Rainfed,7.61,870.6,25.6,72.5,6.09,24292.91,30480.05,13933.94,28527.01,13610.07,11273.71,8451.11,47.73,122117.7,403350.73,281233.03
2063,2020,Kolhapur,Sugarcane,Annual,Loamy,Rainfed,1.31,1496.4,20.5,80.4,7.45,8642.83,11439.32,4434.97,17262.33,8328.28,4770.77,37463.77,2.32,54878.51,87098.88,32220.37
2064,2024,Solapur,Wheat,Rabi,Black,Rainfed,4.26,321.2,27.2,69.7,6.87,15167.64,26863.54,14059.4,34497.36,13475.42,8934.11,9401.53,35.59,112997.47,334591.24,221593.78
2065,2025,Nashik,Sugarcane,Annual,Loamy,Canal,8.33,572.3,24.8,45.9,6.77,67223.96,90121.38,31578.21,111692.21,73514.7,37109.76,331545.31,3.72,411240.23,1233112.93,821872.7
2066,2025,Solapur,Cotton,Kharif,Alluvial,Borewell,2.6,571.3,25.1,51.3,6.41,13487.67,17130.96,11824.45,30999.12,14002.98,8198.53,2005.17,83.39,95643.71,167201.58,71557.87
2067,2022,Solapur,Rice,Kharif,Black,Borewell,2.3,790.8,25.1,58.1,7.04,7690.04,14147.07,6060.03,23526.0,8404.66,5778.01,9035.01,25.71,65605.8,232268.7,166662.9
2068,2022,Aurangabad,Cotton,Kharif,Black,Canal,3.44,608.2,24.3,69.5,6.56,16897.15,23808.34,12344.49,37723.11,16420.08,9844.36,2579.03,61.24,117037.52,157947.79,40910.27
2069,2020,Pune,Rice,Kharif,Black,Rainfed,2.71,834.1,27.4,78.6,6.97,8813.88,17050.45,6968.99,20846.33,9775.41,6755.92,8041.96,34.79,70210.99,279796.51,209585.52
2070,2021,Nashik,Maize,Kharif,Loamy,Drip,8.66,808.2,21.5,66.7,6.61,20404.96,48412.09,18259.66,47619.36,22804.01,13697.51,30734.39,19.42,171197.59,597001.95,425804.36
2071,2020,Nashik,Maize,Kharif,Alluvial,Rainfed,8.02,791.4,24.3,61.9,6.13,20130.58,42486.98,14773.32,53276.87,23197.43,14799.06,22862.21,19.71,168664.24,450570.88,281906.65
2072,2025,Kolhapur,Wheat,Rabi,Black,Rainfed,8.79,1456.9,27.2,67.9,5.63,31083.41,57046.41,24881.82,79174.94,26778.18,20153.85,18459.88,26.7,239118.61,492891.06,253772.45
2073,2019,Kolhapur,Wheat,Rabi,Alluvial,Canal,2.33,1364.1,26.2,61.7,5.54,6216.23,11727.59,4988.05,13657.01,5564.08,4422.55,6479.85,31.78,46575.51,205898.0,159322.48
2074,2024,Kolhapur,Tomato,Rabi,Red,Drip,9.02,1419.5,25.2,70.1,6.81,49570.69,77701.2,36796.47,103736.74,53922.19,26837.52,99423.93,31.89,348564.82,3170666.23,2822101.41
2075,2020,Nashik,Sugarcane,Annual,Alluvial,Drip,4.01,748.6,23.0,54.1,6.11,25937.86,32081.33,11923.22,48165.86,29238.48,14166.86,162787.63,2.46,161513.61,399886.86,238373.25
2076,2024,Aurangabad,Tomato,Rabi,Black,Drip,8.56,666.4,25.1,50.9,6.25,46567.09,71808.32,45247.21,93967.44,45897.94,30608.87,82420.14,31.05,334096.86,2559537.71,2225440.85
2077,2021,Aurangabad,Sugarcane,Annual,Alluvial,Borewell,2.41,699.9,26.1,61.8,6.22,15949.91,21101.13,8397.69,30535.15,17099.45,9125.82,87629.83,3.84,102209.15,336147.45,233938.29
2078,2021,Nashik,Soybean,Kharif,Alluvial,Rainfed,5.78,631.9,21.7,67.2,6.23,16335.17,24124.24,9616.62,22016.13,11770.46,8803.22,6067.85,55.09,92665.85,334300.52,241634.68
2079,2024,Satara,Onion,Rabi,Red,Rainfed,9.95,963.5,27.4,55.2,6.73,64190.59,90887.92,42067.52,114943.79,59860.2,28749.36,55418.99,26.26,400699.37,1455418.19,1054718.81
2080,2019,Aurangabad,Rice,Kharif,Red,Rainfed,2.7,544.7,29.5,57.6,6.9,7448.56,14695.59,7563.38,19514.92,10186.59,6446.29,5954.04,30.47,65855.32,181393.33,115538.01
2081,2025,Aurangabad,Soybean,Kharif,Loamy,Drip,3.49,560.4,25.3,64.6,6.23,12628.18,15826.36,7629.5,19602.96,7129.09,5867.56,4116.64,42.79,68683.65,176162.67,107479.02
2082,2021,Nashik,Sugarcane,Annual,Red,Canal,8.22,778.4,20.3,70.9,6.28,49119.62,69767.91,29746.43,101488.8,54325.23,34861.16,293742.5,4.02,339309.15,1179894.63,840585.48
2083,2024,Aurangabad,Cotton,Kharif,Red,Rainfed,3.65,753.6,26.7,61.1,6.38,20714.66,25227.62,14793.38,36992.63,19427.04,10482.73,2509.65,63.75,127638.06,160000.17,32362.11
2084,2021,Satara,Maize,Kharif,Loamy,Borewell,9.93,953.8,21.3,67.1,6.99,27584.78,56220.04,21782.52,62974.82,28544.51,18493.59,28071.29,21.04,215600.26,590530.95,374930.69
2085,2020,Sangli,Soybean,Kharif,Black,Canal,11.37,685.9,28.0,45.2,6.96,35242.13,43903.19,20438.04,49468.95,20013.77,18859.53,15177.85,45.88,187925.62,696430.99,508505.37
2086,2024,Ahmednagar,Tomato,Rabi,Alluvial,Rainfed,4.07,555.5,27.0,73.7,7.39,20826.15,34323.64,18409.14,47135.77,24449.42,11188.37,39640.01,28.03,156332.48,1110998.76,954666.28
2087,2019,Aurangabad,Maize,Kharif,Black,Drip,11.83,662.5,25.0,54.3,5.78,29573.4,58541.85,23913.56,71385.98,33627.52,19302.06,38949.48,15.4,236344.38,599660.25,363315.87
2088,2020,Aurangabad,Wheat,Rabi,Alluvial,Rainfed,5.38,582.9,24.0,57.1,6.07,15969.72,27847.13,10161.3,35488.51,12278.96,9403.33,10830.44,29.06,111148.95,314693.26,203544.31
2089,2021,Aurangabad,Sugarcane,Annual,Alluvial,Rainfed,2.59,806.5,25.1,66.0,6.77,16979.53,27303.74,11051.78,31482.86,16777.3,9913.08,92473.28,2.2,113508.29,203262.53,89754.24
2090,2022,Solapur,Rice,Kharif,Red,Drip,8.35,630.6,27.0,62.4,6.66,25848.17,60347.54,26935.07,76414.77,38132.19,19501.35,22268.28,36.71,247179.1,817503.63,570324.53
2091,2023,Sangli,Tomato,Rabi,Alluvial,Rainfed,9.2,639.1,30.0,76.3,6.84,48427.3,76591.69,40690.62,109532.56,47142.52,30138.46,75344.85,27.19,352523.16,2048276.6,1695753.44
2092,2021,Kolhapur,Sugarcane,Annual,Black,Rainfed,0.91,1452.8,27.6,62.7,6.75,6319.21,8235.89,3263.02,10903.85,6035.2,3285.25,31018.28,3.31,38042.43,102687.14,64644.71
2093,2020,Sangli,Tomato,Rabi,Alluvial,Drip,2.6,660.4,28.4,48.0,6.26,11255.27,15899.06,10668.39,25936.22,12632.71,7490.86,25368.42,26.36,83882.51,668757.18,584874.67
2094,2023,Ahmednagar,Tomato,Rabi,Alluvial,Borewell,6.08,388.6,28.8,68.2,6.76,29340.48,50866.86,27133.86,71801.24,31754.51,17265.85,50691.91,27.33,228162.8,1385221.87,1157059.07
2095,2024,Nashik,Tomato,Rabi,Black,Drip,6.27,691.3,25.5,42.9,6.7,32713.56,50919.0,24990.28,72897.56,32563.79,21045.28,69611.11,27.52,235129.47,1915515.29,1680385.82
2096,2019,Satara,Rice,Kharif,Black,Rainfed,5.24,1037.5,24.3,72.5,5.98,16816.46,32512.89,13190.19,35141.94,18620.2,11529.96,13800.49,31.4,127811.63,433314.35,305502.71
2097,2019,Satara,Cotton,Kharif,Black,Canal,10.35,993.4,25.1,59.1,5.24,44596.74,52885.53,37299.8,94640.86,48029.44,27926.29,8807.03,70.72,305378.67,622818.09,317439.42
2098,2022,Sangli,Soybean,Kharif,Loamy,Rainfed,1.5,577.7,31.9,61.0,6.85,4729.85,6321.49,2698.6,7670.12,2487.12,2288.55,1452.79,56.92,26195.73,82689.6,56493.87
2099,2022,Kolhapur,Soybean,Kharif,Red,Drip,11.71,1418.0,23.0,79.5,6.08,36777.85,47468.86,23682.66,54071.7,18999.95,19567.18,12504.86,45.02,200568.21,562955.6,362387.39
2100,2024,Solapur,Soybean,Kharif,Alluvial,Canal,2.21,512.0,26.0,78.7,5.98,7734.3,9077.37,4781.48,11268.83,4740.14,4025.79,2609.73,35.42,41627.92,92448.95,50821.03
2101,2020,Nashik,Wheat,Rabi,Loamy,Canal,7.34,588.6,24.3,68.9,6.62,21141.59,37220.34,17114.67,47308.18,17268.36,15741.64,18535.02,26.29,155794.78,487302.08,331507.31
2102,2021,Ahmednagar,Soybean,Kharif,Black,Drip,5.8,591.4,22.9,66.5,6.3,16353.96,21107.71,11381.63,27436.58,10080.15,9573.68,7203.67,41.31,95933.72,297583.98,201650.25
2103,2022,Solapur,Maize,Kharif,Red,Rainfed,9.17,544.5,22.9,61.5,7.17,26943.7,49582.72,19137.48,61847.16,28596.91,17321.06,24783.89,23.5,203429.02,582446.56,379017.54
2104,2021,Sangli,Sugarcane,Annual,Black,Drip,1.95,704.6,23.8,58.8,7.34,13393.81,19441.16,7287.14,24608.07,13671.63,7977.71,79703.19,3.5,86379.52,279044.76,192665.24
2105,2020,Nashik,Cotton,Kharif,Black,Canal,3.27,895.2,25.2,58.0,7.53,13979.17,20844.85,11787.41,27204.85,13987.35,9262.78,2767.07,62.02,97066.41,171609.82,74543.41
2106,2022,Pune,Sugarcane,Annual,Red,Borewell,7.11,696.7,19.9,47.9,6.88,47434.66,68652.99,20763.42,93896.44,47566.11,24856.99,214255.25,2.87,303170.61,614117.95,310947.34
2107,2025,Pune,Rice,Kharif,Black,Canal,11.98,742.8,23.8,65.2,6.49,47780.22,90707.44,45019.59,110276.81,54019.35,30596.15,35618.8,26.99,378399.56,961399.56,583000.0
2108,2025,Ahmednagar,Soybean,Kharif,Red,Rainfed,4.79,789.5,23.6,35.5,6.35,17094.03,21825.75,10387.85,26072.96,10033.26,8062.15,4545.61,48.97,93476.01,222598.76,129122.76
2109,2025,Kolhapur,Rice,Kharif,Alluvial,Borewell,7.95,1276.8,26.1,72.3,6.87,27988.4,61024.0,26781.96,81948.83,39883.16,24044.65,23328.51,31.64,261671.0,738040.97,476369.97
2110,2023,Solapur,Sugarcane,Annual,Alluvial,Borewell,8.29,653.3,26.3,81.8,6.78,59622.19,80417.93,33294.54,113149.36,69174.48,35766.34,262656.27,2.85,391424.84,749505.81,358080.98
2111,2022,Solapur,Cotton,Kharif,Black,Canal,1.41,470.3,26.7,58.7,6.75,7163.25,8139.84,5578.0,14054.17,6373.78,4877.59,1105.17,67.07,46186.62,74123.11,27936.49
2112,2023,Solapur,Cotton,Kharif,Loamy,Rainfed,0.51,671.7,29.0,44.2,6.28,2607.06,3368.97,2109.3,5009.51,2042.3,1821.23,340.81,64.51,16958.37,21984.37,5026.0
2113,2020,Pune,Cotton,Kharif,Loamy,Drip,2.46,736.9,27.2,51.2,7.77,10819.9,13704.38,8540.74,23503.03,12423.04,6633.07,2060.9,54.33,75624.15,111973.8,36349.65
2114,2022,Solapur,Maize,Kharif,Black,Drip,5.78,753.6,29.9,66.4,6.88,15045.02,32123.76,11747.2,38258.9,18829.63,10669.1,17183.74,21.02,126673.61,361286.58,234612.98
2115,2020,Solapur,Tomato,Rabi,Black,Drip,10.29,520.1,28.2,49.4,7.12,45835.77,78824.95,34911.48,104129.63,49789.41,25771.74,95391.25,20.77,339262.98,1980956.17,1641693.2
2116,2021,Nashik,Tomato,Rabi,Loamy,Drip,3.01,665.7,23.7,68.8,6.44,14089.78,22143.25,10912.36,33055.81,14277.48,8515.82,31966.96,25.17,102994.49,804679.92,701685.43
2117,2021,Solapur,Cotton,Kharif,Loamy,Borewell,0.83,455.5,24.8,47.9,5.71,3889.32,5204.4,2899.79,7390.72,3872.47,2270.98,569.94,78.32,25527.67,44637.6,19109.94
2118,2020,Kolhapur,Cotton,Kharif,Black,Canal,4.72,1254.9,23.4,43.2,7.35,20403.3,29766.43,15784.06,41479.58,17511.23,13618.68,3286.07,61.19,138563.28,201088.96,62525.68
2119,2025,Sangli,Rice,Kharif,Loamy,Canal,8.98,300.0,32.4,59.1,6.87,38596.9,77090.25,37316.78,88772.72,46499.89,22993.35,20003.01,33.22,311269.9,664434.51,353164.61
2120,2019,Nashik,Cotton,Kharif,Loamy,Drip,7.75,581.2,24.3,70.2,7.68,32600.11,44887.55,27766.6,75382.05,34257.01,18561.37,4884.58,57.81,233454.69,282396.95,48942.25
2121,2023,Ahmednagar,Sugarcane,Annual,Alluvial,Drip,10.44,460.8,26.2,79.7,6.85,71038.61,104362.91,39069.92,137347.27,82892.06,44501.76,401395.14,3.15,479212.53,1266232.12,787019.59
2122,2021,Aurangabad,Cotton,Kharif,Black,Canal,8.25,517.2,26.0,69.8,5.59,35013.4,48096.44,25166.32,89949.9,36693.37,21870.7,5686.16,73.2,256790.12,416202.95,159412.83
2123,2019,Aurangabad,Wheat,Rabi,Red,Canal,3.91,773.8,22.7,68.8,6.79,10388.62,20526.17,8723.92,23156.95,8895.09,8038.69,10093.17,28.17,79729.44,284279.43,204549.99
2124,2022,Pune,Rice,Kharif,Alluvial,Rainfed,4.95,563.1,29.6,56.9,7.65,17663.68,38234.69,17480.34,40167.01,19884.98,12279.85,11241.0,26.59,145710.54,298898.2,153187.67
2125,2024,Solapur,Tomato,Rabi,Black,Rainfed,1.56,388.8,29.3,65.4,7.48,8008.3,13108.91,6494.6,16348.56,8274.3,4799.15,12502.12,24.16,57033.81,302113.6,245079.79
2126,2021,Ahmednagar,Cotton,Kharif,Alluvial,Drip,4.76,673.6,25.8,68.8,7.47,22920.23,24828.77,17713.43,50298.92,19754.74,13588.77,3982.51,74.94,149104.86,298452.01,149347.15
2127,2020,Kolhapur,Rice,Kharif,Red,Borewell,10.99,1490.6,27.0,63.3,7.11,33027.95,75595.55,32468.08,87300.69,41220.04,24439.93,29174.42,31.53,294052.24,919958.59,625906.36
2128,2020,Kolhapur,Rice,Kharif,Black,Borewell,1.84,1298.2,23.4,56.9,6.36,5430.48,12862.78,5834.28,15135.49,7332.5,4547.4,5286.28,29.31,51142.94,154937.91,103794.97
2129,2025,Satara,Onion,Rabi,Loamy,Borewell,9.27,847.7,23.4,54.7,6.94,52216.92,79274.78,39524.2,113712.97,56906.96,32052.51,70249.76,22.01,373688.34,1546468.97,1172780.63
2130,2021,Nashik,Tomato,Rabi,Alluvial,Canal,5.53,655.6,26.1,39.5,5.99,22231.62,42712.41,22243.01,52724.12,28294.02,16683.15,53527.95,18.42,184888.33,985952.71,801064.39
2131,2024,Sangli,Maize,Kharif,Alluvial,Drip,5.3,646.3,28.1,57.6,7.11,15734.08,32707.47,13450.25,40971.33,16034.39,11568.16,16509.27,22.0,130465.69,363163.15,232697.46
2132,2020,Kolhapur,Soybean,Kharif,Loamy,Drip,1.63,1512.0,23.4,58.9,6.5,4827.54,6444.03,2781.43,7520.58,3197.63,2481.22,2237.27,44.35,27252.42,99232.12,71979.7
2133,2019,Kolhapur,Cotton,Kharif,Alluvial,Borewell,4.72,1375.2,24.1,47.6,5.97,21649.53,26534.19,15591.42,30910.19,22526.19,10957.89,3603.84,53.85,128169.41,194082.95,65913.54
2134,2025,Sangli,Maize,Kharif,Loamy,Rainfed,5.46,488.6,27.0,55.5,7.24,16317.82,33893.69,13071.17,40212.33,16801.15,12720.99,13723.58,21.73,133017.14,298230.14,165213.0
2135,2024,Aurangabad,Maize,Kharif,Alluvial,Canal,10.2,650.4,25.6,72.5,7.01,28949.26,57380.36,25633.86,74846.65,30400.46,22072.13,35628.67,20.98,239282.71,747590.56,508307.85
2136,2022,Solapur,Sugarcane,Annual,Loamy,Borewell,9.02,518.1,29.1,79.2,6.51,54856.0,79356.54,32999.45,112958.03,77400.95,37545.81,339210.09,3.6,395116.78,1221762.15,826645.36
2137,2019,Aurangabad,Tomato,Rabi,Black,Borewell,1.78,888.7,25.8,62.2,5.78,7774.51,12029.74,6401.08,17214.57,7663.81,3784.7,20362.56,23.73,54868.4,483143.78,428275.38
2138,2023,Ahmednagar,Rice,Kharif,Alluvial,Drip,11.12,659.3,21.0,71.2,8.2,38685.97,80754.04,39312.99,114992.26,51389.38,33813.78,28716.58,33.53,358948.42,962772.84,603824.41
2139,2023,Ahmednagar,Onion,Rabi,Alluvial,Rainfed,9.38,579.5,26.9,56.6,7.16,56318.88,64612.92,39551.57,90735.31,44352.69,25537.77,60809.41,23.62,321109.13,1436315.04,1115205.91
2140,2022,Ahmednagar,Tomato,Rabi,Black,Borewell,11.93,719.4,23.1,65.6,6.52,56082.89,109892.8,56148.03,125391.45,61338.66,44027.42,135368.03,22.35,452881.25,3025947.09,2573065.84
2141,2019,Pune,Sugarcane,Annual,Black,Canal,8.42,729.9,24.0,70.0,6.7,51974.44,66029.16,30168.31,108473.37,54769.05,29226.93,323821.61,2.62,340641.27,848659.56,508018.29
2142,2023,Solapur,Rice,Kharif,Black,Canal,4.84,483.2,29.9,61.6,7.48,17756.67,33611.23,14976.26,36594.46,22285.5,12828.08,12920.03,36.11,138052.19,466599.95,328547.76
2143,2025,Solapur,Sugarcane,Annual,Black,Rainfed,10.75,580.6,27.9,71.3,6.73,85599.75,109219.54,36456.52,166306.24,92409.66,49109.71,333554.28,3.67,539101.42,1222805.56,683704.14
2144,2023,Satara,Wheat,Rabi,Red,Borewell,4.06,834.2,25.3,73.5,6.47,12753.24,26397.82,9834.22,31674.07,10202.72,9804.02,10544.24,21.19,100666.1,223387.76,122721.66
2145,2024,Satara,Maize,Kharif,Red,Canal,2.06,1084.5,21.7,77.8,7.96,6062.51,12454.28,5014.91,16044.85,5504.46,4192.2,6569.55,21.34,49273.2,140221.18,90947.98
2146,2025,Pune,Cotton,Kharif,Loamy,Drip,3.15,788.3,22.5,51.8,6.46,17820.32,20990.42,13194.94,37679.92,17879.31,11590.15,2353.09,82.12,119155.05,193236.7,74081.65
2147,2019,Nashik,Rice,Kharif,Red,Rainfed,11.39,569.0,24.6,64.6,5.99,33632.24,78424.87,34440.81,85421.55,42532.71,28531.22,27397.23,27.37,302983.41,749884.8,446901.4
2148,2020,Satara,Rice,Kharif,Black,Borewell,4.9,997.6,24.5,58.1,6.94,15269.58,30461.8,16937.05,42919.87,21112.67,9922.02,14481.0,33.82,136623.0,489677.2,353054.2
2149,2022,Aurangabad,Wheat,Rabi,Black,Rainfed,10.13,616.4,31.9,79.8,6.88,28333.16,57193.38,26731.97,88562.33,27331.87,22679.84,20966.64,31.27,250832.56,655637.23,404804.67
2150,2022,Sangli,Cotton,Kharif,Red,Drip,10.46,790.8,25.4,53.8,7.34,46292.16,64010.88,47167.21,110367.8,53002.83,28005.31,8626.87,78.15,348846.19,674157.15,325310.96
2151,2025,Aurangabad,Cotton,Kharif,Black,Borewell,5.19,859.9,25.1,55.3,6.83,24483.97,39215.55,24669.26,54427.1,27627.07,15742.79,4247.07,68.76,186165.75,292024.89,105859.15
2152,2020,Pune,Maize,Kharif,Red,Drip,9.48,704.1,22.4,63.7,6.74,24998.76,51445.28,19416.21,59091.26,27013.19,15342.58,29946.31,14.52,197307.29,434756.36,237449.06
2153,2022,Satara,Maize,Kharif,Loamy,Canal,8.09,979.8,24.7,42.8,6.29,20797.18,44695.64,15765.55,51388.36,22867.58,13287.98,27290.26,25.35,168802.29,691826.14,523023.85
